index,image_id,local_path,review_pass,visible_face_leakage_risk,visible_text_leakage_risk,visible_screen_leakage_risk,scene_understandability,activity_understandability,visual_disruption,obvious_anonymisation_artifact_risk,selector_recommendation,review_provenance,ground_truth_boundary,pass_2_notes
18,day1/members/luca/11_0360.webp,data/castle2024/raw/day1/members/luca/11_0360.webp,pass_2_strict,high,none,none,high,high,low,low_method_failure_risk,standard_multiface_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
19,day1/members/luca/11_0369.webp,data/castle2024/raw/day1/members/luca/11_0369.webp,pass_2_strict,none,none,none,high,medium,low,high_method_failure_risk,skip_face_anonymiser_or_multimodal_only,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
20,day1/members/luca/14_0258.webp,data/castle2024/raw/day1/members/luca/14_0258.webp,pass_2_strict,high,none,none,high,high,low,low_method_failure_risk,standard_multiface_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
21,day1/members/luca/14_0319.webp,data/castle2024/raw/day1/members/luca/14_0319.webp,pass_2_strict,high,none,none,high,high,moderate_source_blur_or_occlusion,high_method_failure_risk,prefer_blur_or_layered_over_generative,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
22,day1/members/luca/14_0397.webp,data/castle2024/raw/day1/members/luca/14_0397.webp,pass_2_strict,high,none,none,high,high,low,medium_method_failure_risk,prefer_blur_or_layered_over_generative,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
23,day1/members/luca/18_0714.webp,data/castle2024/raw/day1/members/luca/18_0714.webp,pass_2_strict,high,none,none,high,high,moderate_source_blur_or_occlusion,high_method_failure_risk,standard_multiface_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
24,day1/members/onanong/09_0143.webp,data/castle2024/raw/day1/members/onanong/09_0143.webp,pass_2_strict,high,none,none,medium,high,moderate_source_blur_or_occlusion,high_method_failure_risk,prefer_blur_or_layered_over_generative,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
25,day1/members/onanong/10_0145.webp,data/castle2024/raw/day1/members/onanong/10_0145.webp,pass_2_strict,high,possible,high,high,high,low,low_method_failure_risk,force_text_screen_redaction,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
26,day1/members/onanong/10_0245.webp,data/castle2024/raw/day1/members/onanong/10_0245.webp,pass_2_strict,high,possible,high,high,high,low,low_method_failure_risk,force_text_screen_redaction,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
27,day1/members/onanong/13_0124.webp,data/castle2024/raw/day1/members/onanong/13_0124.webp,pass_2_strict,high,possible,high,high,high,low,low_method_failure_risk,force_text_screen_redaction;eligible_for_quality_sensitive_face_anonymisation,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
28,day1/members/stevan/08_0479.webp,data/castle2024/raw/day1/members/stevan/08_0479.webp,pass_2_strict,none,none,none,high,medium,low,high_method_failure_risk,skip_face_anonymiser_or_multimodal_only,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
29,day1/members/stevan/08_0658.webp,data/castle2024/raw/day1/members/stevan/08_0658.webp,pass_2_strict,high,none,none,high,high,low,medium_method_failure_risk,prefer_blur_or_layered_over_generative,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
30,day1/members/stevan/14_0384.webp,data/castle2024/raw/day1/members/stevan/14_0384.webp,pass_2_strict,possible,none,none,low,low,high_source_blur,high_method_failure_risk,avoid_generative_methods,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
31,day1/members/stevan/18_0348.webp,data/castle2024/raw/day1/members/stevan/18_0348.webp,pass_2_strict,high,none,none,high,high,low,low_method_failure_risk,standard_multiface_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
32,day1/members/tien/17_0065.webp,data/castle2024/raw/day1/members/tien/17_0065.webp,pass_2_strict,possible,none,none,high,high,low,medium_method_failure_risk,prefer_blur_or_layered_over_generative,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
33,day1/members/werner/13_0541.webp,data/castle2024/raw/day1/members/werner/13_0541.webp,pass_2_strict,possible,none,none,low,low,high_source_blur,high_method_failure_risk,avoid_generative_methods,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
34,day1/members/werner/15_0522.webp,data/castle2024/raw/day1/members/werner/15_0522.webp,pass_2_strict,high,none,none,high,high,low,medium_method_failure_risk,prefer_blur_or_layered_over_generative,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
35,day1/members/werner/18_0572.webp,data/castle2024/raw/day1/members/werner/18_0572.webp,pass_2_strict,high,none,none,high,high,moderate_source_blur_or_occlusion,high_method_failure_risk,standard_multiface_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
36,day1/members/werner/20_0497.webp,data/castle2024/raw/day1/members/werner/20_0497.webp,pass_2_strict,high,none,none,high,high,low,medium_method_failure_risk,prefer_blur_or_layered_over_generative,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
37,day2/members/allie/10_0242.webp,data/castle2024/raw/day2/members/allie/10_0242.webp,pass_2_strict,high,none,none,medium,high,moderate_source_blur_or_occlusion,low_method_failure_risk,standard_multiface_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
38,day2/members/allie/18_0721.webp,data/castle2024/raw/day2/members/allie/18_0721.webp,pass_2_strict,possible,none,none,low,low,high_source_blur,high_method_failure_risk,avoid_generative_methods,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
39,day2/members/allie/19_0554.webp,data/castle2024/raw/day2/members/allie/19_0554.webp,pass_2_strict,possible,none,none,low,low,high_source_blur,high_method_failure_risk,avoid_generative_methods,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
40,day2/members/bjorn/10_0309.webp,data/castle2024/raw/day2/members/bjorn/10_0309.webp,pass_2_strict,high,none,none,high,high,low,low_method_failure_risk,eligible_for_quality_sensitive_face_anonymisation,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
41,day2/members/bjorn/10_0681.webp,data/castle2024/raw/day2/members/bjorn/10_0681.webp,pass_2_strict,high,none,none,high,high,moderate_source_blur_or_occlusion,high_method_failure_risk,standard_multiface_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
42,day2/members/bjorn/14_0229.webp,data/castle2024/raw/day2/members/bjorn/14_0229.webp,pass_2_strict,possible,none,none,low,low,high_source_blur,high_method_failure_risk,avoid_generative_methods,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
43,day2/members/bjorn/18_0214.webp,data/castle2024/raw/day2/members/bjorn/18_0214.webp,pass_2_strict,possible,none,none,high,high,low,medium_method_failure_risk,prefer_blur_or_layered_over_generative,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
44,day2/members/cathal/10_0702.webp,data/castle2024/raw/day2/members/cathal/10_0702.webp,pass_2_strict,possible,none,none,low,low,high_source_blur,high_method_failure_risk,avoid_generative_methods,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
45,day2/members/cathal/17_0136.webp,data/castle2024/raw/day2/members/cathal/17_0136.webp,pass_2_strict,high,high,high,high,high,low,low_method_failure_risk,force_text_screen_redaction;eligible_for_quality_sensitive_face_anonymisation,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
46,day2/members/cathal/20_0086.webp,data/castle2024/raw/day2/members/cathal/20_0086.webp,pass_2_strict,high,none,none,high,high,low,low_method_failure_risk,eligible_for_quality_sensitive_face_anonymisation,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
47,day2/members/cathal/20_0505.webp,data/castle2024/raw/day2/members/cathal/20_0505.webp,pass_2_strict,high,none,none,high,high,low,low_method_failure_risk,standard_multiface_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
48,day2/members/florian/09_0720.webp,data/castle2024/raw/day2/members/florian/09_0720.webp,pass_2_strict,none,high,high,high,high,low,high_method_failure_risk,skip_face_anonymiser_or_multimodal_only;force_text_screen_redaction,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict pass; ambiguous privacy risk is counted conservatively
49,day3/fixed/kitchen/11_0414.webp,data/castle2024/raw/day3/fixed/kitchen/11_0414.webp,pass_2_strict_expanded,possible,none,none,high,high,low,medium_method_failure_risk,standard_blur_or_layered;fixed_camera_context,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
50,day4/members/stevan/12_0344.webp,data/castle2024/raw/day4/members/stevan/12_0344.webp,pass_2_strict_expanded,possible,none,none,low,low,high_source_blur,high_method_failure_risk,avoid_generative_methods;blur_failure_case,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
51,day2/fixed/meeting/08_0703.webp,data/castle2024/raw/day2/fixed/meeting/08_0703.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_face_routing,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
52,day1/members/bjorn/08_0362.webp,data/castle2024/raw/day1/members/bjorn/08_0362.webp,pass_2_strict_expanded,high,none,none,high,high,low,medium_method_failure_risk,multi_face_detection;standard_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
53,day3/fixed/reading/15_0213.webp,data/castle2024/raw/day3/fixed/reading/15_0213.webp,pass_2_strict_expanded,none,none,none,high,medium,low,low_method_failure_risk,skip_face_anonymiser_or_multimodal_only,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
54,day3/fixed/meeting/18_0469.webp,data/castle2024/raw/day3/fixed/meeting/18_0469.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_face_routing,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
55,day3/members/tien/10_0507.webp,data/castle2024/raw/day3/members/tien/10_0507.webp,pass_2_strict_expanded,high,none,possible,high,high,low,medium_method_failure_risk,force_screen_redaction_if_detected;face_anonymisation,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
56,day2/members/onanong/16_0702.webp,data/castle2024/raw/day2/members/onanong/16_0702.webp,pass_2_strict_expanded,none,possible,none,high,high,low,low_method_failure_risk,text_privacy_check;skip_face_anonymiser_or_multimodal_only,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
57,day1/members/bjorn/09_0664.webp,data/castle2024/raw/day1/members/bjorn/09_0664.webp,pass_2_strict_expanded,high,none,none,high,high,low,medium_method_failure_risk,side_face_and_multiface_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
58,day3/members/florian/14_0685.webp,data/castle2024/raw/day3/members/florian/14_0685.webp,pass_2_strict_expanded,none,none,none,high,high,low,low_method_failure_risk,downward_no_face_routing,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
59,day4/members/allie/12_0176.webp,data/castle2024/raw/day4/members/allie/12_0176.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,multi_face_detection;standard_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
60,day1/fixed/living1/14_0018.webp,data/castle2024/raw/day1/fixed/living1/14_0018.webp,pass_2_strict_expanded,possible,possible,none,high,high,low,medium_method_failure_risk,fixed_camera_text_context;small_face_routing,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
61,day3/fixed/living2/11_0133.webp,data/castle2024/raw/day3/fixed/living2/11_0133.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
62,day1/members/werner/14_0398.webp,data/castle2024/raw/day1/members/werner/14_0398.webp,pass_2_strict_expanded,high,none,none,high,high,low,medium_method_failure_risk,multi_face_table_scene,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
63,day3/members/luca/20_0398.webp,data/castle2024/raw/day3/members/luca/20_0398.webp,pass_2_strict_expanded,none,none,none,high,high,low,low_method_failure_risk,downward_cooking_no_face,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
64,day3/fixed/living2/10_0246.webp,data/castle2024/raw/day3/fixed/living2/10_0246.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
65,day4/fixed/meeting/14_0600.webp,data/castle2024/raw/day4/fixed/meeting/14_0600.webp,pass_2_strict_expanded,none,none,none,high,high,low,low_method_failure_risk,back_view_no_face_or_low_face_risk,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
66,day3/fixed/living1/16_0566.webp,data/castle2024/raw/day3/fixed/living1/16_0566.webp,pass_2_strict_expanded,none,possible,none,high,high,low,low_method_failure_risk,fixed_camera_no_face_multimodal,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
67,day2/fixed/meeting/09_0266.webp,data/castle2024/raw/day2/fixed/meeting/09_0266.webp,pass_2_strict_expanded,possible,none,none,high,medium,low,medium_method_failure_risk,fixed_camera_small_person_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
68,day3/members/bjorn/11_0112.webp,data/castle2024/raw/day3/members/bjorn/11_0112.webp,pass_2_strict_expanded,high,none,none,medium,medium,moderate_source_blur_or_occlusion,high_method_failure_risk,avoid_generative_methods;low_light_blur,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
69,day1/fixed/reading/16_0008.webp,data/castle2024/raw/day1/fixed/reading/16_0008.webp,pass_2_strict_expanded,none,none,none,high,medium,low,low_method_failure_risk,skip_face_anonymiser_or_multimodal_only,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
70,day2/members/stevan/10_0258.webp,data/castle2024/raw/day2/members/stevan/10_0258.webp,pass_2_strict_expanded,none,none,none,high,high,low,low_method_failure_risk,downward_no_face_routing,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
71,day4/members/cathal/13_0456.webp,data/castle2024/raw/day4/members/cathal/13_0456.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,multi_face_detection;standard_blur_or_layered,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
72,day4/members/cathal/09_0107.webp,data/castle2024/raw/day4/members/cathal/09_0107.webp,pass_2_strict_expanded,none,none,none,high,medium,low,low_method_failure_risk,outdoor_no_face_or_low_privacy_risk,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
73,day2/members/luca/08_0508.webp,data/castle2024/raw/day2/members/luca/08_0508.webp,pass_2_strict_expanded,none,possible,none,high,high,low,low_method_failure_risk,downward_text_object_privacy_check,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
74,day1/members/tien/18_0650.webp,data/castle2024/raw/day1/members/tien/18_0650.webp,pass_2_strict_expanded,high,none,none,medium,medium,moderate_source_blur_or_occlusion,high_method_failure_risk,avoid_generative_methods;large_blurred_face,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
75,day4/fixed/living1/08_0542.webp,data/castle2024/raw/day4/fixed/living1/08_0542.webp,pass_2_strict_expanded,none,possible,none,high,high,low,low_method_failure_risk,fixed_camera_no_face_multimodal,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
76,day4/fixed/reading/15_0495.webp,data/castle2024/raw/day4/fixed/reading/15_0495.webp,pass_2_strict_expanded,none,none,none,high,medium,low,low_method_failure_risk,skip_face_anonymiser_or_multimodal_only,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
77,day3/members/allie/16_0164.webp,data/castle2024/raw/day3/members/allie/16_0164.webp,pass_2_strict_expanded,none,possible,possible,high,high,low,low_method_failure_risk,phone_screen_redaction;no_face_primary,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
78,day4/members/allie/09_0520.webp,data/castle2024/raw/day4/members/allie/09_0520.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,large_face_quality_sensitive,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
79,day1/members/florian/13_0111.webp,data/castle2024/raw/day1/members/florian/13_0111.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,large_face_quality_sensitive;table_context,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
80,day3/members/bjorn/18_0319.webp,data/castle2024/raw/day3/members/bjorn/18_0319.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,multi_face_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
81,day1/members/onanong/17_0525.webp,data/castle2024/raw/day1/members/onanong/17_0525.webp,pass_2_strict_expanded,high,none,none,high,high,low,medium_method_failure_risk,side_face_and_multiface_detection,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
82,day1/members/klaus/08_0591.webp,data/castle2024/raw/day1/members/klaus/08_0591.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,large_face_quality_sensitive,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
83,day3/fixed/living1/13_0472.webp,data/castle2024/raw/day3/fixed/living1/13_0472.webp,pass_2_strict_expanded,none,possible,none,high,medium,low,low_method_failure_risk,fixed_camera_no_face_multimodal,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
84,day2/members/werner/14_0471.webp,data/castle2024/raw/day2/members/werner/14_0471.webp,pass_2_strict_expanded,high,none,none,high,high,low,low_method_failure_risk,large_face_quality_sensitive;side_face,Structured visual inspection pass 2 on contact sheets,"Supplementary structured visual label; not independent participant annotation",strict expanded pass; ambiguous privacy risk is counted conservatively
